hide	0	298	0	free	0
sins-of-sal	1	203	0	free	0
the-clumsies	0	499	2	free	0
bourkes	0	319	0	free	0
murrays-tavern	0	943	0	top10	0
minus-one-bar	0	334	0	free	0
midnight-cowboy	0	603	0	top10	0
baker-s-bar	0	0	0	free	0
brujas	0	554	0	top10	0
becketts-kopf	0	325	0	free	0
bar-next-door	0	573	0	free	0
liberty-seattle	0	272	0	top10	0
cavana	0	294	1	free	0
vintage-cocktail-club	0	297	0	free	0
the-big-romance	0	258	0	free	0
torto	0	0	0	free	0
bar-rocking-chair	0	0	0	free	0
kumiko	0	685	4	top10	0
no-sleep-club	0	355	0	free	0
loop-1-cocktail-kitchen	0	0	0	free	0
amelia	0	0	0	free	0
june-on-cambie	0	362	1	free	0
bar-banane	0	403	0	free	0
del-diego	0	0	0	free	0
little-red-door	3	542	1	top10	0
pretty-decent	0	0	1	free	0
viridian	0	450	2	free	0
fix-me-a-drink	0	0	0	free	0
to-hidden-cocktails-bar	0	0	0	free	0
tommy-s	0	301	0	free	0
jigger-pony	1	700	3	top10	0
the-bar-in-front-of-the-bar	1	508	3	free	0
volare	0	0	0	free	0
bar-chenin	0	278	1	free	0
run-for-the-roses-denver	0	749	0	top10	0
mint-gun-club	0	0	0	free	0
moonlight-experimental-bar	0	0	0	free	0
hidden-bar	0	299	0	free	0
sin-tax	0	0	0	free	0
white-whale	0	633	0	top10	0
the-old-house	1	852	0	free	0
de-tiger-bar-a-far-east-speakeasy	1	274	0	free	0
floreria-atlantico	1	421	1	free	0
the-cambridge-public-house	1	648	3	top10	0
opium	0	528	2	free	0
alenka-cocktail-bar-prague	0	211	0	free	0
lei-low	0	292	0	free	0
cat-bite-club	1	632	3	top10	0
baltra-bar	0	645	4	top10	0
seven-grand-los-angeles	1	278	0	top10	0
anonymous-bar	0	258	0	free	0
good-spirits-bar	1	568	0	free	0
bop	0	222	1	free	0
panda-sons	1	369	4	free	0
beyond-the-bar	0	238	0	free	0
kaona-room	0	265	0	top10	0
find-the-locker-room	0	75	0	free	0
sly-granny	0	71	0	free	0
yakoboku	0	456	1	free	0
g-o-d	0	504	1	free	0
manhattan	1	398	1	top10	0
lab-22	0	0	1	free	0
bar-cham	1	389	2	free	0
ticonderoga-club	0	224	1	free	0
terrible-baby	0	382	0	free	0
allegory-dc	0	769	3	top10	0
fable	0	314	0	free	0
dos-arcos	0	368	0	free	0
duck-and-cover	0	311	0	free	0
el-baron-cafe	0	0	0	free	0
forsythia-philadelphia	0	0	0	top10	0
cmyk	0	496	1	free	0
sapphire-bar-roma	0	0	0	free	0
harrys-new-york-bar	0	559	1	free	0
gucci-giardino	0	428	2	free	0
vesper	0	417	1	free	0
la-petite	0	0	0	free	0
ml-bkk	0	0	0	free	0
planta-baja-cocktail-bar	0	0	0	free	0
xaman-bar	0	213	0	free	0
green-door	0	348	0	free	0
maggie-choos-hong-kong	0	295	0	free	0
fura	1	626	2	free	0
the-public-house	0	433	1	free	0
1920-lounge-dining	0	333	0	free	0
the-alchemist-bar	0	278	0	free	0
franks-bar-kuala-lumpur	0	216	0	free	0
here-nor-there	0	0	0	free	0
the-milk-thistle	0	0	1	free	0
monkey-cocktail-bar	0	0	0	free	0
silver-lyan-dc	1	576	2	top10	0
soma	0	462	1	free	0
depero	0	297	0	free	0
grey-ghost-detroit	0	374	1	free	0
suite-115	0	278	2	free	0
ounce-taipei	0	238	0	free	0
bar-bon-funk	0	381	1	free	0
laowai	0	409	1	free	0
paper-fan-seattle	0	784	0	free	0
the-dark-horse	0	273	0	free	0
the-permit-room	0	78	0	free	0
tiao	0	463	1	free	0
rossio-gastrobar	0	265	0	free	0
the-piano-man-jazz-club	0	82	0	free	0
masque	0	80	0	free	0
side-hustle	1	660	2	top10	0
standby-detroit	0	429	2	free	0
sky-leme-rooftop-lounge	0	223	0	free	0
harbour-bar	0	74	0	free	0
prankster	0	70	0	free	0
tamasha	0	63	0	free	0
tesouro	0	64	0	free	0
humboldt-bar	0	330	1	free	0
coa	1	638	2	top10	0
bamboo-bar	0	500	1	free	0
bkk-social-club	1	513	3	free	0
lamp-bar	0	393	1	free	0
the-library-bar-london	0	396	0	free	0
atrium-bar	0	369	0	free	0
the-speakeasy-rooftop-bar-bangkok	0	350	0	free	0
the-han-jia	0	511	1	free	0
monkey-bar-dubai	0	293	0	free	0
honky-tonks-tavern	0	303	0	free	0
lpm-dubai	1	166	1	top10	0
overstory	2	704	4	top10	0
bar-long-fong	0	434	1	free	0
little-branch	0	271	0	free	0
teens-of-thailand	0	75	0	free	0
meteor	0	362	3	free	0
tata-cocktail-bar	0	318	0	free	0
lost-and-found-bar-prague	0	335	0	free	0
sexy-fish	0	557	1	free	0
the-curator	0	0	0	free	0
le-chamber	0	380	1	free	0
yoi	1	1493	0	free	0
gillys-house-of-cocktails	1	0	0	top10	0
keepers	0	295	0	free	0
the-coldroom	0	322	1	free	0
bar-track	0	357	0	free	0
mixology	0	316	0	free	0
sugar-ray-you-ve-just-been-poisoned	0	287	0	free	0
thaipioka	0	292	0	free	0
inge-s-bar	0	303	0	free	0
d-still	0	272	0	free	0
kissk	0	327	0	free	0
key-party	0	301	0	free	0
stjartilleriet	0	484	1	free	0
gus-sip-dip	0	345	2	top10	0
copitas	0	70	0	free	0
long-bar-raffles	0	368	0	free	0
28-hong-kong-street	0	504	0	free	0
victor-audio-bar-buenos-aires	0	535	1	free	0
the-spirits-library	0	410	1	free	0
smalls	0	60	0	free	0
tep-bar	0	82	0	free	0
lupo	0	332	0	free	0
taigen	1	378	1	free	0
angelita	0	476	3	free	0
pink-pony-club	0	319	0	free	0
dr-stravinsky	1	550	2	top10	0
kru	0	392	1	free	0
ananasa-tri	0	224	0	free	0
little-mercies	0	295	0	free	0
lounge-bohemia	0	257	0	free	0
sky-bar-bratislava	0	246	0	free	0
sago-house	1	548	0	top10	0
bechers-bar	0	356	0	free	0
three-sheets-soho	1	707	3	top10	0
arts-bar	0	0	1	free	0
socio	0	323	0	free	0
the-butterscotch-den	0	452	2	free	0
ek-bar	0	72	0	free	0
juniper-bar	0	69	0	free	0
salmon-guru-dubai	1	98	1	top10	0
door-no-4	0	284	1	free	0
cahoots	0	327	0	free	0
maria-mezcal	0	701	0	free	0
king-cole-bar	0	260	0	free	0
barmunster	0	324	0	free	0
ceresio-7	0	351	1	free	0
mius	0	486	2	free	0
vandell	1	704	2	top10	0
cure	1	626	2	top10	0
bees-knees	0	0	0	free	0
widder-bar	0	314	0	free	0
zlatna-ribica	0	308	0	free	0
carrots-bar	0	470	1	free	0
carnaval	0	0	0	free	0
officina-milano	0	300	0	free	0
punch-room	0	334	0	free	0
aapex	1	370	0	free	0
zapote-bar-playa-del-carmen	0	485	4	free	0
mariposa-negra-cocktail-bar-cocteleria-artesana	0	429	0	free	0
dux-gin-cocktail-bar-barcelona	0	312	0	free	0
bisous	0	687	1	top10	0
montana	0	490	2	free	0
royal-cocktail-club	0	0	0	free	0
homeboy-bar	0	324	0	free	0
customs-house-bar-sydney	1	703	0	free	0
shakerato	1	229	0	free	0
1986-steak-house	1	570	0	free	1
r-da-huset	0	392	2	free	0
the-bar-with-no-name	0	211	0	free	0
outline	0	0	0	free	0
cafe-bar-pilotu	0	184	0	free	0
bar-trigona	0	417	1	free	0
the-blind-pig-speakeasy	0	313	0	free	0
rosalias-menagerie	0	321	0	free	0
sentaku-izakaya	0	0	1	free	0
apotheke-nomad	0	438	0	free	0
mecenas	0	503	2	free	0
door-74	0	272	0	free	0
bar-twentyseven	0	276	0	free	0
punch-room-tokyo	0	543	1	top10	0
14-de-la-rosa	0	284	1	free	0
little-rituals	0	265	2	free	0
dunlin	1	405	1	free	0
bar-mate	0	572	1	free	0
amor-y-amargo	0	300	0	free	0
gold-bar	0	405	0	free	0
electra-cocktail-club	0	276	0	free	0
jungle-ballroom	0	334	0	free	0
quema-que-quema	0	804	0	free	0
lonely-avenue-premium-spirits-cocktail-bar-in-rome	0	334	0	free	0
josef-cocktail-bar	0	305	0	free	0
dentro-bar	0	0	0	free	0
cheers-cocktail-bar-adega-tabacaria	0	0	0	free	0
beogradski-koktel-klub	0	250	1	free	0
death-and-co-denver	0	767	0	top10	0
bad-company-1920	0	0	0	free	0
le-mary-celeste	1	433	2	free	0
highball-phoenix	0	177	3	free	0
clover-club	0	287	0	free	0
the-broken-shaker	0	550	0	top10	0
878-bar	0	460	0	free	0
coa-shanghai-1773995982	0	474	1	free	0
artesian	1	856	1	free	0
bar-fouquet-s	0	0	0	free	0
146-bar	0	331	0	free	0
hotsy-totsy	0	327	0	free	0
britannia-bar	0	447	1	free	0
drinking-and-healing	0	278	0	free	0
bar-belly	0	231	0	free	0
fresh-kills-bar	0	278	0	free	0
noble-roots	0	361	0	free	0
otro-bar	0	797	0	free	0
paloma-nera	0	281	0	free	0
old-pal	0	184	0	free	0
muzsa	0	410	0	free	0
equal-parts	3	568	1	free	0
dear-irving	0	268	0	free	0
library-bar-philadelphia	0	783	0	top10	0
pony-and-plume	0	414	0	free	0
isabel-speakeasy	0	176	0	free	0
kultura-bar	0	192	0	free	0
q-bar	0	185	0	free	0
the-7-jokers	0	349	0	free	0
dry-milano	0	322	1	free	0
the-mountaineering-club	0	506	2	free	0
old-fashioned-bar	1	291	0	free	0
velvet-by-salvatore-calabrese	0	285	0	free	0
bar-leone-shanghai	0	362	0	free	0
milli	0	372	0	free	0
equal-measure-boston	0	746	0	free	0
donovan	0	506	0	free	0
sweet-liberty	0	603	0	top10	0
blind-duck	0	595	0	free	0
hemingway-bar	0	363	0	free	0
giacosa	1	0	1	free	0
pantja	0	335	0	free	0
the-pineapple-room	0	361	0	free	0
bramble	0	0	0	free	0
nautilus	0	0	0	free	0
nipperkin	0	461	0	free	0
cinquanta-spirito-italiano	0	0	1	free	0
bestiari	0	591	0	free	0
neon-pigeon	0	377	0	free	0
himitsu	0	0	0	free	0
noble-experiment	0	584	0	top10	0
elysian-bar-budapest	1	379	1	free	0
deux-freres	0	814	0	top10	0
death-co-los-angeles	1	263	0	top10	0
schofield-s-bar	0	0	0	free	0
curfew	0	468	0	free	0
bar-lis	0	225	0	free	0
z-bar	0	613	0	free	0
zuma-hong-kong	0	701	0	free	0
big-bar	0	371	0	free	0
tipsy-flamingo-cocktail-bar	0	225	0	free	0
the-normandie-club	0	233	0	free	0
barcoa-agaveria	0	169	0	free	0
savas-bar	0	273	0	free	0
the-white-elephant-cocktail-bar	0	265	0	free	0
attaboy-nashville	0	296	0	free	0
mama-tried-miami	0	232	0	top10	0
rosa-sky	0	213	0	free	0
salon-salon	0	576	0	free	0
manifattura	0	0	0	free	0
the-london-edition-lobby-bar	0	230	0	free	0
thyme-bar	0	192	1	free	0
coabana	0	0	0	free	0
sager-wilde	0	284	0	free	0
milky-way-cocktail-bar	0	297	0	free	0
don-woods-say-when	0	192	0	free	0
barchef	0	349	0	free	0
killer-whale-sex-club	0	214	0	free	0
le-mal-necessaire	0	287	0	free	0
the-sun-tavern	0	257	0	free	0
waeska	0	380	0	free	0
upstairs-at-flint	0	258	0	free	0
bar-1912	0	142	0	free	0
ante	0	288	0	free	0
mandarin-garden	0	396	0	free	0
saikindo	1	228	0	free	0
andre-til-hoyre	0	0	0	free	0
employees-only-singapore	0	227	0	free	0
the-bulgari-bar	0	374	0	free	0
bar-sotano	0	400	0	free	0
bruder	0	310	0	free	0
frequence	0	343	0	free	0
honeycomb-hi-fi	1	102	0	top10	0
morro-fi	0	890	0	top10	0
iron-cocktail-bar	1	561	0	free	0
happy-medium	0	565	0	top10	0
almanac-philadelphia	0	808	0	top10	0
tikehau-lounge	0	515	2	free	0
lucy-s-flower-shop	0	381	0	free	0
polo-lounge	0	658	0	free	0
prost-brew-pub	0	63	0	free	0
windmills-craftworks	0	75	0	free	0
byg-brewski-brewing-company	0	92	0	free	0
shipwreck-bar	0	497	1	free	0
1q1	0	59	0	free	0
bar-bisou-bisou	0	280	0	free	0
bob-s-bar	0	67	0	free	0
cocktails-dreams	0	78	0	free	0
deadwax	0	531	0	top10	0
copycat-co-dc	0	703	0	top10	0
toast-tonic	0	66	0	free	0
igiea-terrazza-bar	0	0	0	free	0
quanto-basta	0	0	0	free	0
santos-y-desamparados	0	0	0	free	0
woodside-inn	0	64	0	free	0
boutiq-bar	0	418	0	free	0
juju	0	161	0	free	0
alle-lounge-on-66	0	533	0	free	0
la-menagere	0	355	0	free	0
land-bar-artisan	0	427	0	free	0
hard-shake	0	550	0	free	0
qora	0	140	0	free	0
dot-bar	0	0	0	free	0
mamba-negra	0	335	1	free	0
jojos-beloved	0	397	2	free	0
mathilda-s-cocktail-bar	0	0	0	free	0
night-rooster	0	0	0	free	0
la-menagere-rome	0	168	0	free	0
the-back-room	0	0	0	free	0
kleinod-bar	0	305	0	free	0
tandem-cocktail-bar	0	0	0	free	0
passing-fancies	0	0	1	free	0
laurus	0	0	0	free	0
purgatorio	0	0	0	free	0
savile-row	0	0	0	free	0
siam-thai	0	0	0	free	0
velveteen-rabbit	0	0	0	top10	0
caffe-paszkowski	0	292	0	free	0
piano-35-lounge-bar	0	231	0	free	0
botanero	0	265	0	free	0
royal-boucherie	0	0	0	free	0
plumette	0	270	0	free	0
chihuahua-julep	0	296	0	free	0
momus	0	281	0	free	0
la-drogheria	0	222	0	free	0
lidkoeb	0	298	0	free	0
front-back	0	0	0	free	0
il-mercante	0	0	0	free	0
madame-pang	0	333	0	free	0
moretenders-cocktail-crib	0	0	0	free	0
symbiose	0	0	0	free	0
the-absent-ear	0	0	0	free	0
scotto-jonno	0	0	0	free	0
gorilla	0	324	1	free	0
seiberts-bar	0	424	0	free	0
barrier	0	0	0	free	0
zlb23	0	0	0	free	0
dry-martini-sorrento	0	287	0	free	0
library-bar-abu-dhabi	0	0	0	free	0
pachi-pachi	0	589	0	top10	0
le-lion-bar-de-paris	0	280	0	free	0
carousel-bar-lounge	0	314	1	top10	0
ski-lodge-at-superfrico	0	610	0	free	0
southwark-philadelphia	0	0	0	top10	0
aer-mumbai	0	386	0	free	0
alto-rooftop	1	204	0	free	0
paasha	0	0	1	free	0
a-bar-philadelphia	0	0	0	top10	0
canon-seattle	0	787	0	top10	0
merai-brookline-boston	0	846	0	free	0
if-dogs-run-free	0	0	0	free	0
sayani	0	0	0	free	0
doctors-office-seattle	0	732	0	free	0
1920	1	91	1	top10	0
ball-chain	0	858	0	free	0
offsuit-boston	0	0	0	top10	0
peychaud-s	0	307	0	free	0
sunken-harbor-club	0	244	0	free	0
the-fox-bar-cocktail-club	0	171	1	free	0
bar-ana	0	463	1	free	0
sunnys-steakhouse	0	385	2	free	0
craftroom	0	227	1	free	0
elena-horto	0	0	0	free	0
adrift-denver	0	0	0	top10	0
septime-la-cave	0	266	0	free	0
blossom-bar-brookline-boston	0	704	0	free	0
suzu-bar	0	340	0	free	0
bar-no3	0	0	0	free	0
the-wolves	1	247	0	top10	0
deep-dive-seattle	0	833	0	free	0
small-victory	0	240	0	free	0
needle-and-thread-seattle	0	701	0	top10	0
family-jones-spirit-house	0	0	0	top10	0
four-walls	0	208	0	free	0
the-cocktail-trading-company	0	243	1	free	0
bluebird	0	0	0	free	0
sambhad-the-cocktail-bar	0	0	0	free	0
balmori-roofbar	0	0	0	free	0
gaze-cocktail-bar	0	0	0	free	0
bar-helix-denver	0	777	0	free	0
the-patterson-house	0	239	0	free	0
cirrus-9	0	283	0	free	0
druid-bar	0	163	0	free	0
apothecary	0	0	0	free	0
wing-lei-bar	1	176	0	free	1
mysterium-cocktail-bar-firenze	0	0	0	free	0
mezcaleria-alma-denver	0	821	0	free	0
andra-hem-philadelphia	0	714	1	free	0
lpm-miami	0	409	1	free	0
fino-denver	0	856	0	free	0
old-glory	0	157	0	free	0
la-santora-cocktail-bar	0	0	0	free	0
aqua-bar	0	310	1	free	0
wave-cocktail-bar	0	0	0	free	0
nana-cocktail-bar	0	0	0	free	0
cichaus	0	0	0	free	0
one-ninety	0	312	0	free	0
min-shelter-cocktail-bar	0	0	0	free	0
golden-tiki	0	321	0	free	0
the-elysian-whisky-bar	0	291	0	free	0
torno-subito	1	754	0	free	0
fives	0	0	1	free	0
the-will-the-way	0	0	0	free	0
high-grace-nola	0	0	0	free	0
tiger-bar	0	168	1	free	0
khyber-pass-pub	0	0	0	free	0
black-angel-s-bar	1	301	0	free	0
bar-pomme	0	0	0	free	0
otro-cocktailbar-zrich	0	0	0	free	0
strange-cocktail-bar	0	0	0	free	0
linfme-tittle-tattle-cocktail-bar	0	0	0	free	0
lola-bar	0	203	0	free	0
last-word	0	243	0	free	0
nik-s-co	0	394	0	free	0
la-siesta-budapest	0	0	0	free	0
the-trust	0	249	0	free	0
bourbon-branch	0	0	0	free	0
damn-the-weather	0	144	0	free	0
sparrow	0	0	0	free	0
bastion	0	223	0	free	0
hanko-60	0	0	0	free	0
cinderella-bar	0	0	0	free	0
riviera-bar	0	0	0	free	0
alchemy-speakeasy-bar-taipei	0	0	0	free	0
mingles-hidden-cocktail-bar	0	0	0	free	0
the-green-zone	0	241	0	free	0
d-bespoke-singapore	0	282	0	free	0
nauticus-bar	0	330	0	free	0
paradiso-dubai	0	0	0	free	0
gaia-cocktails	0	259	0	free	0
time-social-bar	0	224	0	free	0
bar-iris	0	0	0	free	0
warm-up-cocktail-bar	0	271	0	free	0
the-punch-bar	0	0	0	free	0
la-mezcalerita	0	0	0	free	0
m-ms-bar	0	395	1	free	0
segreto-athens	0	0	0	free	0
bootlegger-cocktail-bar-cuisine-montreal	0	267	0	free	0
nightjar	0	563	1	free	0
hiding-in-plain-sight	0	340	0	free	0
beachbum-berrys-latitude-29	0	594	0	top10	0
off-dry-cocktail-wine-bar	0	0	0	free	0
knock-on-wood	0	0	0	free	0
mother	0	320	1	free	0
marea-cocktailbar	0	196	0	free	0
alchemist-bar-lounge	0	0	0	free	0
bitter-burro	0	0	0	free	0
mucho-mucho	0	0	0	free	0
vintage-culture-saigon	0	0	0	free	0
experimental-cocktail-club-venice	0	0	0	free	0
el-espacio-cocktail-mezcal-agave-bar	0	0	0	free	0
black-swan-budapest	0	0	0	free	0
sora	0	320	1	free	0
moonshine-dubai	0	0	0	free	0
9-below	0	245	0	free	0
anvil	0	258	0	free	0
hern-gin-bar-stockholm	0	277	0	free	0
tuk-tuk-bar	0	284	0	free	0
norman-athens-bar	0	0	0	free	0
ps150	0	372	0	free	0
santa-cocktail-club-venezia	0	0	0	free	0
skyline-rooftop-bar	0	0	0	free	0
geography-bar	0	0	0	free	0
seed-library	0	264	0	free	0
arbella	0	0	0	free	0
bar-maaya-toronto	0	261	0	free	0
tales-spirits	0	274	0	free	0
the-roger-room	0	268	0	free	0
nautilus-bar	0	381	0	free	0
lord-of-the-drinks-worli	0	0	0	free	0
the-drawing-room	0	329	0	free	0
lfleur	0	247	0	free	0
permission	0	281	0	free	0
the-515-bar	0	299	0	free	0
the-boxcar-cocktail-bar	0	283	0	free	0
murder-inc	0	289	1	free	0
branie	0	312	0	free	0
uva-wine-cocktail-bar	0	294	0	free	0
vender	0	426	2	free	0
the-long-bar-at-the-waldorf-astoria	0	379	0	free	0
captain-foxhearts-bad-news-bar-spirit-lodge	0	330	0	free	0
fonda-del-barrio	1	136	0	free	0
refuge	0	273	0	free	0
cobra	0	481	3	free	0
therapy-cocktail-bar-khar	0	299	0	free	0
black-pearl	0	355	0	free	0
the-st-regis-bar-jakarta	1	454	0	free	1
night-hawk	0	509	1	free	0
santa-cocktail-club	0	355	1	free	0
a-bar-called-gemma	0	357	0	free	0
bar-somma	0	378	0	free	0
bulgari-ginza-bar	0	403	0	free	0
hope-sesame	1	375	2	free	0
origin-bar	1	689	3	free	0
bijou-drinkery-room	0	545	3	top10	0
tayer-elementary	3	731	2	top10	0
obsidian-bar	0	570	1	free	0
the-bar-at-the-ritz-carlton-tokyo	0	426	1	free	0
quinary	1	540	1	top10	0
the-society	1	344	0	free	0
seen-sky-bar	0	315	0	free	0
side-door	1	566	1	top10	0
lookout-rooftop-boston	0	0	0	top10	0
bar-mood	0	503	1	free	0
handshake-speakeasy	1	770	7	top10	0
never	0	133	0	free	0
laki-kane	0	312	0	free	0
pleasure-club	0	499	0	top10	0
reka-bar	0	459	1	free	0
el-koktel	0	328	0	free	0
combat	0	557	0	top10	0
wax-on	0	458	2	free	0
union-trading-company	0	278	0	free	0
three-dots-and-a-dash	0	542	0	top10	0
amaro	0	394	0	free	0
koda	0	341	0	free	0
kronenhalle	0	419	0	free	0
raa	0	314	1	free	0
malaka-spice	0	176	2	free	0
111-music-bar	1	797	0	free	0
cafe-arixi	0	373	1	free	0
dan-sung-sa	0	599	0	free	0
onda-cocktail-room	0	321	0	free	0
the-golden-tooth	0	455	1	free	0
law-order	0	330	0	free	0
three-x-co	0	405	1	free	0
pulitzer-s-bar	0	294	0	free	0
cane-table	0	569	0	top10	0
le-hibou	0	494	1	free	0
mirror-bar	1	432	3	free	0
licoreria-limantour	1	721	5	top10	0
cobbler-crew	0	115	8	free	0
loa-bar	0	584	0	top10	0
native	1	662	2	top10	0
hanky-panky	0	659	5	top10	0
les-ambassadeurs	4	559	0	top10	1
null-social-lab	0	389	0	free	0
cry-baby-gallery	0	408	1	free	0
le-syndicat	0	539	0	top10	0
sips	3	599	2	top10	0
the-living-room	0	70	0	free	0
scarfes-bar	2	634	2	top10	1
bartholomew	0	314	0	free	0
cocktail-gastronomy-kyu-yasui-tokyo	0	0	0	free	0
sangai	0	488	0	top10	0
amma-don	0	508	1	free	0
yabar-secret-bar-rooftop	0	0	0	free	0
ce-la-vi	0	321	0	free	0
viajero-oaxaca-rooftop-bar	0	247	0	free	0
jin-bo-law	1	322	0	free	1
tokyo-confidential	0	528	0	top10	0
civil-liberties	0	416	1	free	0
hecate-bar-boston	0	733	1	top10	0
urania-bar	0	383	0	free	0
meadowlark	1	677	1	top10	0
the-cloakroom	0	367	1	free	0
retrograde-denver	0	728	0	free	0
bombay-cocktail-bar	0	0	0	free	0
rabbit-hole	0	71	0	free	0
williams-and-graham-denver	0	744	0	top10	0
tlecan	1	710	6	top10	0
blindpig-speakeasy-lounge	0	0	0	free	0
raised-by-wolves	0	587	0	top10	0
locale-firenze	1	457	2	free	0
picco	0	249	0	free	0
botanist	0	503	2	free	0
jewel-of-the-south	2	761	3	top10	0
attaboy	1	635	2	top10	0
form-matter	0	478	2	free	0
schluggstube	0	303	0	free	0
bathtub-gin-seattle	0	700	0	top10	0
baudelaire-bar-bratislava	0	609	0	free	0
franklin-mortgage-philadelphia	0	760	0	top10	0
old-crow	0	273	0	free	0
amazonia-dc	0	716	1	top10	0
arca	1	324	6	free	0
fitzs-bar	1	241	0	free	0
m-bird	0	683	0	free	0
rayo	1	599	3	top10	0
elephant-and-co	0	164	6	free	0
centro-86	0	482	0	top10	0
cilim-bar	0	220	0	free	0
smugglers-cove	0	592	1	top10	0
civil-works	0	399	1	free	0
soy-como-soy	0	270	2	free	0
l-antiquario	0	261	2	free	0
redacted-basement-drink-parlor	0	688	0	free	0
loreta-bar-warsaw	0	637	0	free	0
alter-ego	0	596	0	free	0
bandista	0	346	2	free	0
bekeb	0	338	5	free	0
happy-accidents	0	281	2	free	0
the-keefer-bar	0	298	1	free	0
cafe-de-nadie	0	955	4	top10	0
gong-gan	0	292	1	free	0
backdoor-bodega	0	319	1	free	0
julep	0	343	1	free	0
the-st-regis-bar	0	353	1	free	0
little-spirit	0	635	0	free	0
bar-sathorn	1	416	1	free	1
the-hudson-rooms	0	295	1	free	0
firefly	0	373	1	free	0
forbina-bar	0	341	2	free	0
slink-bardot	0	396	0	free	0
bar-nayuta	0	378	1	free	0
soka	0	344	1	free	0
mo-bar-shenzhen	0	355	1	free	0
jerry-thomas-project	1	429	1	free	0
tan-tan	1	284	1	free	0
boccalupo-atlanta	0	568	0	free	0
reserve-101	0	395	1	free	0
maltail	0	287	1	free	0
aruba-day-drink	0	304	4	free	0
maison-premiere	0	464	1	free	0
lucky-star	0	648	0	free	0
toy-store	0	577	0	free	0
the-elephant-room	0	412	1	free	0
the-james-room	0	619	0	free	0
bar-tre-dita	0	304	1	free	0
blind-tiger-new-york	0	372	0	free	0
smoke-bitters	1	340	2	free	0
pony-up	0	350	1	free	0
beneath-driver-lane	0	311	0	free	0
pharmarium	0	373	0	free	0
boilermaker	0	313	1	free	0
charis-listening-bar	0	313	1	free	0
rob-roy-seattle	0	200	0	top10	0
