slug	name	country	city	email	kind	reason	source	url
sky-leme-rooftop-lounge	Sky Leme	Brazil	Rio de Janeiro	referent.accessibilite@accor.com	group	accor group or hotel inbox	page-text	https://all.accor.com/web-accessibility/index.en.shtml
sky-leme-rooftop-lounge	Sky Leme	Brazil	Rio de Janeiro	thalassa@accor-customercare.com	offsite	off-domain (accor-customercare.com)	page-text	https://all.accor.com/information/legal/internet-sales-conditions.en.shtml
sky-leme-rooftop-lounge	Sky Leme	Brazil	Rio de Janeiro	data.privacy@adagio-city.com	offsite	off-domain (adagio-city.com)	form-config	https://all.accor.com/information/legal/adagio-sales-conditions.en.shtml
sky-leme-rooftop-lounge	Sky Leme	Brazil	Rio de Janeiro	contact.adagio@adagio-city.com	offsite	off-domain (adagio-city.com)	page-text	https://all.accor.com/information/legal/adagio-sales-conditions.en.shtml
sky-leme-rooftop-lounge	Sky Leme	Brazil	Rio de Janeiro	data.privacy@accor.com	group	accor group or hotel inbox	form-config	https://all.accor.com/information/legal/data-protection.en.shtml
sky-leme-rooftop-lounge	Sky Leme	Brazil	Rio de Janeiro	privacy.au@accor.com	group	accor group or hotel inbox	form-config	https://all.accor.com/information/legal/data-protection.en.shtml
sky-leme-rooftop-lounge	Sky Leme	Brazil	Rio de Janeiro	china.dataprivacy.team@accor.com	group	accor group or hotel inbox	form-config	https://all.accor.com/information/legal/data-protection.en.shtml
nautilus	Nautilus	Colombia	Cartagena	contact@nautilusrestaurante.co	venue	the venue's own domain	cloudflare-obfuscated	https://nautilusrestaurante.co/aviso-legal
alenka-cocktail-bar-prague	Alenka Cocktail Bar	Czech Republic	Prague	info@thealice.cz	offsite	off-domain (thealice.cz)	form-config	https://alenkacocktailbar.cz/
alenka-cocktail-bar-prague	Alenka Cocktail Bar	Czech Republic	Prague	info@mysite.com	offsite	off-domain (mysite.com)	form-config	https://alenkacocktailbar.cz/
alenka-cocktail-bar-prague	Alenka Cocktail Bar	Czech Republic	Prague	605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://alenkacocktailbar.cz/
alenka-cocktail-bar-prague	Alenka Cocktail Bar	Czech Republic	Prague	18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://alenkacocktailbar.cz/
alenka-cocktail-bar-prague	Alenka Cocktail Bar	Czech Republic	Prague	e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://alenkacocktailbar.cz/
the-monkey-bar-prague	The Monkey Bar	Czech Republic	Prague	hello@monkeybarprague.com	venue	the venue's own domain	form-config	https://monkeybarprague.com/
bird-downtown-copenhagen	Bird Downtown	Denmark	Copenhagen	tricks@birdcph.dk	venue	the venue's own domain	page-text	https://birdcph.dk/
nimb-bar-copenhagen	Nimb Bar	Denmark	Copenhagen	restaurantbooking@nimb.dk	venue	the venue's own domain	json-ld	https://www.nimb.dk/restaurant-bar/nimb-bar
nimb-bar-copenhagen	Nimb Bar	Denmark	Copenhagen	concierge@nimb.dk	venue	the venue's own domain	form-config	https://www.nimb.dk/restaurant-bar/nimb-bar
nu-odense	Nu	Denmark	Odense	kontakt@bar-nu.dk	venue	the venue's own domain	page-text	https://www.bar-nu.dk/
bardem-helsinki	Bardem	Finland	Helsinki	hello@bardem.fi	venue	the venue's own domain	page-text	https://www.bardem.fi/
the-firm-helsinki	The Firm	Finland	Helsinki	info@thebullandthefirm.fi	venue	the venue's own domain	form-config	https://thebullandthefirm.fi/
the-firm-helsinki	The Firm	Finland	Helsinki	yhteydenotto@esimerkki.fi	offsite	off-domain (esimerkki.fi)	page-text	https://thebullandthefirm.fi/
minus-one-bar	Minus One Bar	Czech Republic	Prague	w.prague.bf.reservations@whotels.com	group	whotels group or hotel inbox	json-ld	https://minusone.wprague.com/
kupoli-helsinki	Kupoli	Finland	Helsinki	kupolibar@nh-hotels.com	group	nh-hotels group or hotel inbox	form-config	https://www.kupolibar.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	matthieu.b@experimentalcocktailclub.com	venue	the venue's own domain	form-config	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	reservation@chinatownecc.com	offsite	off-domain (chinatownecc.com)	form-config	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	reservation@experimentalcocktailclubnyc.com	offsite	off-domain (experimentalcocktailclubnyc.com)	form-config	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	ecc@palazzoexperimental.com	offsite	off-domain (palazzoexperimental.com)	form-config	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	bar@experimentalchalet.com	offsite	off-domain (experimentalchalet.com)	form-config	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	stay@cowleymanor.com	offsite	off-domain (cowleymanor.com)	form-config	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	adriatica@palazzoexperimental.com	offsite	off-domain (palazzoexperimental.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	amanda@plagebijou.com	offsite	off-domain (plagebijou.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	matt@cowleymanor.com	offsite	off-domain (cowleymanor.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	eventsibiza@expegroup.com	offsite	off-domain (expegroup.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	info@experimentalchalet.com	offsite	off-domain (experimentalchalet.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	ukevents@expegroup.com	offsite	off-domain (expegroup.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	olimpia.n@expegroup.com	offsite	off-domain (expegroup.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	experimental@experimental.com	offsite	off-domain (experimental.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	mathieu.c@experimentalchaletvaldisere.com	offsite	off-domain (experimentalchaletvaldisere.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	reservation@experimentalchalet.com	offsite	off-domain (experimentalchalet.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	event@experimentalmarais.com	offsite	off-domain (experimentalmarais.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	reservation@grandpigalle.com	offsite	off-domain (grandpigalle.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	events@grandsboulevardshotel.com	offsite	off-domain (grandsboulevardshotel.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	eat@henriettahotel.com	offsite	off-domain (henriettahotel.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	sales@reginaexperimental.com	offsite	off-domain (reginaexperimental.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	aaron@compagnienyc.com	offsite	off-domain (compagnienyc.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	mirna@expegroup.com	offsite	off-domain (expegroup.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	events@stereocoventgarden.com	offsite	off-domain (stereocoventgarden.com)	page-text	https://experimentalcocktailclub.com/
experimental-cocktail-club	Experimental Cocktail Club	France	Paris	events@venue.com	offsite	off-domain (venue.com)	page-text	https://experimentalcocktailclub.com/
symbiose	Symbiose	France	Bordeaux	contact@symbiose-bordeaux.fr	offsite	off-domain (symbiose-bordeaux.fr)	cloudflare-obfuscated	https://symbiose-bordeaux.com/
front-back	Front/Back	Ghana	Accra	reservations@frontbackaccra.com	venue	the venue's own domain	form-config	https://frontbackaccra.com/
front-back	Front/Back	Ghana	Accra	info@frontbackaccra.com	venue	the venue's own domain	page-text	https://frontbackaccra.com/
little-red-door	Little Red Door	France	Paris	abc@xyz.com	offsite	off-domain (xyz.com)	page-text	https://lrdparis.com/
barro-negro	Barro Negro	Greece	Athens	605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://barronegroathens.com/
avra-bar	Avra Bar	Greece	Athens	guest.historian@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/privacy
avra-bar	Avra Bar	Greece	Athens	privacy.officer@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/privacy
avra-bar	Avra Bar	Greece	Athens	info@privcom.gc.ca	offsite	off-domain (privcom.gc.ca)	page-text	https://www.fourseasons.com/privacy
avra-bar	Avra Bar	Greece	Athens	ksadpo@fourseasons.com	group	fourseasons group or hotel inbox	page-text	https://www.fourseasons.com/privacy
avra-bar	Avra Bar	Greece	Athens	copyright@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/legal
avra-bar	Avra Bar	Greece	Athens	reservations.athens@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/athens/contact-us/
avra-bar	Avra Bar	Greece	Athens	concierge.athens@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/athens/contact-us/
avra-bar	Avra Bar	Greece	Athens	fourseasonsjet@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/privatejet/
avra-bar	Avra Bar	Greece	Athens	shaunella.gaspar@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/legal/accessibility-policy/
jin-bo-law	Jin Bo Law	Hong Kong	Hong Kong	events.kaitak@dorsetthotels.com	venue	the venue's own domain	form-config	https://www.dorsetthotels.com/dorsett-kai-tak/dining/jin-bo-law.html
jin-bo-law	Jin Bo Law	Hong Kong	Hong Kong	info.kaitak@dorsetthotels.com	venue	the venue's own domain	form-config	https://www.dorsetthotels.com/dorsett-kai-tak/dining/jin-bo-law.html
the-bar-in-front-of-the-bar	The Bar in Front of the Bar	Greece	Athens	info@dodgerblue-wallaby-526743.hostingersite.com	offsite	off-domain (dodgerblue-wallaby-526743.hostingersite.com)	page-text	https://thebarinfrontofthebar.gr/about
socio	Socio	Hong Kong	Hong Kong	sociohkofficial@gmail.com	venue	free mailbox published on the venue's own site	json-ld	https://sociohk.com/
caprice-bar	Caprice Bar	Hong Kong	Hong Kong	guest.historian@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/privacy
caprice-bar	Caprice Bar	Hong Kong	Hong Kong	privacy.officer@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/privacy
caprice-bar	Caprice Bar	Hong Kong	Hong Kong	info@privcom.gc.ca	offsite	off-domain (privcom.gc.ca)	page-text	https://www.fourseasons.com/privacy
caprice-bar	Caprice Bar	Hong Kong	Hong Kong	ksadpo@fourseasons.com	group	fourseasons group or hotel inbox	page-text	https://www.fourseasons.com/privacy
caprice-bar	Caprice Bar	Hong Kong	Hong Kong	copyright@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/legal
caprice-bar	Caprice Bar	Hong Kong	Hong Kong	res.hongkong@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/hongkong/contact-us/
caprice-bar	Caprice Bar	Hong Kong	Hong Kong	dining.hkg@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/hongkong/contact-us/
caprice-bar	Caprice Bar	Hong Kong	Hong Kong	spa.hkg@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/hongkong/contact-us/
caprice-bar	Caprice Bar	Hong Kong	Hong Kong	cakeshop.hongkong@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/hongkong/contact-us/
caprice-bar	Caprice Bar	Hong Kong	Hong Kong	argobar.hongkong@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/hongkong/meetings-and-events/events/
the-diplomat	The Diplomat	Hong Kong	Hong Kong	info@thediplomat.hk	venue	the venue's own domain	page-text	https://thediplomat.hk/
the-pontiac	The Pontiac	Hong Kong	Hong Kong	info@wearethepontiac.com	offsite	off-domain (wearethepontiac.com)	form-config	https://thepontiac.com/
the-pontiac	The Pontiac	Hong Kong	Hong Kong	info@thepontiac.com	venue	the venue's own domain	form-config	https://thepontiac.com/
the-pontiac	The Pontiac	Hong Kong	Hong Kong	nfo@wearethepontiac.com	offsite	off-domain (wearethepontiac.com)	page-text	https://thepontiac.com/
the-pontiac	The Pontiac	Hong Kong	Hong Kong	605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://thepontiac.com/
the-pontiac	The Pontiac	Hong Kong	Hong Kong	88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://thepontiac.com/
darkside	Darkside	Hong Kong	Hong Kong	info@rosewoodhotelgroup.com	offsite	off-domain (rosewoodhotelgroup.com)	page-text	https://rosewoodhotels.com/contact
darkside	Darkside	Hong Kong	Hong Kong	newzealand.groupsreservations@rosewoodhotels.com	group	rosewoodhotels group or hotel inbox	form-config	https://rosewoodhotels.com/en/events/wedding
1920-lounge-dining	1920 Lounge & Dining	Indonesia	Jakarta	info@1920lounge.com	venue	the venue's own domain	json-ld	https://1920lounge.com/
modernhaus	Modernhaus	Indonesia	Jakarta	info@uniongroupjakarta.com	venue	the venue's own domain	json-ld	https://uniongroupjakarta.com/brands/modernhaus/modernhaus-senopati
carrots-bar	Carrots Bar	Indonesia	Jakarta	605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://www.bar-carrots.com/
carrots-bar	Carrots Bar	Indonesia	Jakarta	88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://www.bar-carrots.com/
carrots-bar	Carrots Bar	Indonesia	Jakarta	e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://www.bar-carrots.com/
carrots-bar	Carrots Bar	Indonesia	Jakarta	admin@wearecarrots.com	offsite	off-domain (wearecarrots.com)	form-config	https://www.bar-carrots.com/faq
the-cocktail-club	The Cocktail Club	Indonesia	Jakarta	info@uniongroupjakarta.com	venue	the venue's own domain	json-ld	https://uniongroupjakarta.com/brands/the-cocktail-club/the-cocktail-club-senopati
pony-and-plume	Pony & Plume	Macau	Macau	reservation@galaxymacau.com	venue	the venue's own domain	page-text	https://www.galaxymacau.com/dining/restaurants/pony-plume/
nautilus-bar	Nautilus Bar	Indonesia	Jakarta	guest.historian@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/privacy
nautilus-bar	Nautilus Bar	Indonesia	Jakarta	privacy.officer@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/privacy
nautilus-bar	Nautilus Bar	Indonesia	Jakarta	info@privcom.gc.ca	offsite	off-domain (privcom.gc.ca)	page-text	https://www.fourseasons.com/privacy
nautilus-bar	Nautilus Bar	Indonesia	Jakarta	ksadpo@fourseasons.com	group	fourseasons group or hotel inbox	page-text	https://www.fourseasons.com/privacy
nautilus-bar	Nautilus Bar	Indonesia	Jakarta	copyright@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/legal
bar-trigona	Bar Trigona	Malaysia	Kuala Lumpur	guest.historian@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/privacy
bar-trigona	Bar Trigona	Malaysia	Kuala Lumpur	privacy.officer@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/privacy
bar-trigona	Bar Trigona	Malaysia	Kuala Lumpur	info@privcom.gc.ca	offsite	off-domain (privcom.gc.ca)	page-text	https://www.fourseasons.com/privacy
bar-trigona	Bar Trigona	Malaysia	Kuala Lumpur	ksadpo@fourseasons.com	group	fourseasons group or hotel inbox	page-text	https://www.fourseasons.com/privacy
bar-trigona	Bar Trigona	Malaysia	Kuala Lumpur	copyright@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/legal
bar-trigona	Bar Trigona	Malaysia	Kuala Lumpur	res.kualalumpur@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/kualalumpur/contact-us/
bar-trigona	Bar Trigona	Malaysia	Kuala Lumpur	diningreservations.kualalumpur@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/kualalumpur/contact-us/
bar-trigona	Bar Trigona	Malaysia	Kuala Lumpur	spa.kualalumpur@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/kualalumpur/contact-us/
mecenas	Mecenas	Mexico	Guadalajara	usuario@dominio.com	offsite	off-domain (dominio.com)	page-text	https://www.mecenasbar.com/
the-st-regis-bar	The St. Regis Bar	Macau	Macau	diningreservations.macao@stregis.com	group	stregis group or hotel inbox	json-ld	https://www.thestregisbarmacao.com/
cafe-arixi	Café Arixi	Mexico	Mexico City	usuario@dominio.com	offsite	off-domain (dominio.com)	page-text	https://cafearixi.com/
fifty-mils	Fifty Mils	Mexico	Mexico City	guest.historian@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/privacy
fifty-mils	Fifty Mils	Mexico	Mexico City	privacy.officer@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/privacy
fifty-mils	Fifty Mils	Mexico	Mexico City	info@privcom.gc.ca	offsite	off-domain (privcom.gc.ca)	page-text	https://www.fourseasons.com/privacy
fifty-mils	Fifty Mils	Mexico	Mexico City	ksadpo@fourseasons.com	group	fourseasons group or hotel inbox	page-text	https://www.fourseasons.com/privacy
fifty-mils	Fifty Mils	Mexico	Mexico City	copyright@fourseasons.com	group	fourseasons group or hotel inbox	form-config	https://www.fourseasons.com/legal
hanky-panky	Hanky Panky	Mexico	Mexico City	usuario@dominio.com	offsite	off-domain (dominio.com)	page-text	https://hankypanky.mx/
amord3-bar-emocional	AMORD3	Mexico	Oaxaca	605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://www.cozana.com.mx/amord3
amord3-bar-emocional	AMORD3	Mexico	Oaxaca	18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://www.cozana.com.mx/amord3
amord3-bar-emocional	AMORD3	Mexico	Oaxaca	88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://www.cozana.com.mx/amord3
amord3-bar-emocional	AMORD3	Mexico	Oaxaca	derechosarco@grupocozana.com	offsite	off-domain (grupocozana.com)	form-config	https://www.cozana.com.mx/privacidad
selva-oaxaca-cocktail-bar	Selva Oaxaca Cocktail Bar	Mexico	Oaxaca	usuario@dominio.com	offsite	off-domain (dominio.com)	page-text	https://selvaoaxaca.com/
selva-oaxaca-cocktail-bar	Selva Oaxaca Cocktail Bar	Mexico	Oaxaca	rsvp.selva@gmail.com	venue	free mailbox published on the venue's own site	page-text	https://selvaoaxaca.com/about
selva-oaxaca-cocktail-bar	Selva Oaxaca Cocktail Bar	Mexico	Oaxaca	mydrink@artcocktailclub.com	offsite	off-domain (artcocktailclub.com)	page-text	https://selvaoaxaca.com/about
bar-twentyseven	Bar TwentySeven	Netherlands	Amsterdam	info@defaulthotel.com	offsite	off-domain (defaulthotel.com)	form-config	https://bartwentyseven.com/
bar-twentyseven	Bar TwentySeven	Netherlands	Amsterdam	info@hoteltwentyseven.com	offsite	off-domain (hoteltwentyseven.com)	page-text	https://bartwentyseven.com/privacy-policy
svanen	Svanen	Norway	Oslo	605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://svanenoslo.no/
super-lyan	Super Lyan	Netherlands	Amsterdam	superlyan@kimptondewitthotel.com	offsite	off-domain (kimptondewitthotel.com)	form-config	https://superlyan.com/
super-lyan	Super Lyan	Netherlands	Amsterdam	press@kimptondewitthotel.com	role	departmental mailbox (press@)	form-config	https://superlyan.com/
sastrer-a-martinez	Sastrería Martinez	Peru	Lima	%20marketing@sastreriamartinez.com	venue	the venue's own domain	form-config	https://www.sastreriamartinez.com/
100-maneiras-lisbon	100 Maneiras	Portugal	Lisbon	press@100maneiras.com	role	departmental mailbox (press@)	form-config	https://100maneiras.com/bar-de-cocktails/
100-maneiras-lisbon	100 Maneiras	Portugal	Lisbon	info@restaurante100maneiras.com	offsite	off-domain (restaurante100maneiras.com)	page-text	https://100maneiras.com/bar-de-cocktails/
100-maneiras-lisbon	100 Maneiras	Portugal	Lisbon	info@100maneiras.com	venue	the venue's own domain	page-text	https://100maneiras.com/bar-de-cocktails/
maria-mezcal	María Mezcal	Peru	Lima	contacto@mariamezcal.com	offsite	off-domain (mariamezcal.com)	json-ld	https://mariamezcalbar.com/
wing-lei-bar	Wing Lei Bar	Macau	Macau	dataprotection@wynnmacau.com	offsite	off-domain (wynnmacau.com)	page-text	https://www.wynnresortsmacau.com/en/wynn-palace/dining/wing-lei-bar
wing-lei-bar	Wing Lei Bar	Macau	Macau	inquiries@wynnpalace.com	offsite	off-domain (wynnpalace.com)	json-ld	https://www.wynnresortsmacau.com/contact-us
wing-lei-bar	Wing Lei Bar	Macau	Macau	roomreservations@wynnpalace.com	offsite	off-domain (wynnpalace.com)	json-ld	https://www.wynnresortsmacau.com/contact-us
